Question,Plan Context,Plan,Dependencies,Rewrite Context,Rewrite,Rationale Context,Rationale,Answer,GT Answer
Who organized Live Aid?,"['Bob Geldof | Bob Geldof, Organized by Boomtown Rats front man Bob Geldof and Ultravox vocalist Midge Ure, the event drew an estimated 1.5 billion television viewers and raised millions of dollars for famine relief in Ethiopia., Boomtown Rats front man Bob Geldof and Ultravox vocalist Midge Ure', 'Live Aid | Among those involved in organising Live Aid were Harvey Goldsmith, who was responsible for the Wembley Stadium concert, and Bill Graham, who put together the ...', 'Live Aid concert raises $127 million for famine relief in Africa | Live Aid was the brainchild of Bob Geldof, the singer of an Irish rock group called the Boomtown Rats. In 1984, Geldof traveled to Ethiopia ...']",Step 1: Who was responsible for organizing Live Aid? Step 2: Who is Bob Geldof? Step 3: What was the purpose of Live Aid?,Step 2 depends on Step 1. Step 3 depends on Step 1.,Step 1: Who was responsible for organizing Live Aid? ANSWER: Bob Geldof and Midge Ure. Step 2: Who is Bob Geldof?,Who is Bob Geldof?,"['Live Aid | History, Date, Bands, & Facts | Britannica | Organized by Boomtown Rats front man Bob Geldof and Ultravox vocalist Midge Ure, the event drew an estimated 1.5 billion television viewers and raised millions of dollars for famine relief in Ethiopia., Boomtown Rats front man Bob Geldof and Ultravox vocalist Midge Ure', 'Live Aid | Among those involved in organising Live Aid were Harvey Goldsmith, who was responsible for the Wembley Stadium concert, and Bill Graham, who put together the ...', 'Bob Geldof | Robert Frederick Zenon Geldof KBE is an Irish singer-songwriter and political activist. He rose to prominence in the late 1970s as lead singer of the Irish ...', 'What is your opinion on the live Aid concert? What was it like ... | Live Aid was a series of concerts held in 1985 to raise funds for famine relief in Ethiopia. It was a massive global event, with concerts taking place simultaneously in London and Philadelphia and broadcast live on television around the world., to raise funds for famine relief in Ethiopia', 'Live Aid concert raises $127 million for famine relief in Africa | In early July 2005, Geldof staged a series of “Live 8″ concerts in 11 countries around the world to help raise awareness of global poverty.', 'Bob Geldof | Bob Geldof, Organized by Boomtown Rats front man Bob Geldof and Ultravox vocalist Midge Ure, the event drew an estimated 1.5 billion television viewers and raised millions of dollars for famine relief in Ethiopia., Boomtown Rats front man Bob Geldof and Ultravox vocalist Midge Ure', 'Live Aid | Among those involved in organising Live Aid were Harvey Goldsmith, who was responsible for the Wembley Stadium concert, and Bill Graham, who put together the ...']",Bob Geldof and Ultravox vocalist Midge Ure organized Live Aid [1][6].,Bob Geldof and Midge Ure,['Bob Geldof and Midge Ure']
What does Tyche mean?,"['the goddess of fortune | the goddess of fortune, Definitions of Tyche. (Greek mythology) the goddess of fortune; identified with Roman Fortuna. example of: Greek deity. a deity worshipped by the ancient Greeks., the goddess of fortune', 'Tyche | According to Matheson, the Goddess Tyche was often worshipped as the personification of a city and its fortune. Matheson also states that there were cults to ...', 'Tyche | Fate, Fortune & Mythology | Tyche, in Greek religion, the goddess of chance, with whom the Roman Fortuna was later identified; a capricious dispenser of good and ill ...']","Step 1: What is the goddess Tyche associated with in Greek mythology? Step 2: What is the Roman equivalent of the goddess Tyche? Step 3: What is the meaning of the word ""Tyche"" in Greek religion?",Step 2 depends on Step 1. Step 3 depends on Step 1.,"Step 1: What is the goddess Tyche associated with in Greek mythology? ANSWER: Success, fortune, luck, and prosperity. Step 2: What is the Roman equivalent of the goddess Tyche?",What is the Roman equivalent of the goddess Tyche?,"['Tyche, the Goddess of Success | Family History, Depictions & Art | Tyche was one of the many gods of Greek Mythology. She was considered the Greek Goddess of Success, Fortune, Luck, and Prosperity. Greeks believed that she had the power to define the fate and fortune of people and also of entire cities; thus, she was highly revered., Success, Fortune, Luck, and Prosperity', 'Tyche | Fate, Fortune & Mythology | Tyche, in Greek religion, the goddess of chance, with whom the Roman Fortuna was later identified; a capricious dispenser of good and ill ...', 'Fortuna | Fortuna, Ye,t other sources state that she was the daughter of Aphrodite with another Olympian god, such as Zeus or Hermes. The Roman equivalent of Tyche is Fortuna. Tyche has been depicted in literary works like odes, hymns, and plays., Fortuna', ""Tyche | Tyche (/ˈtaɪki/; Ancient Greek: Τύχη Túkhē, 'Luck', Ancient Greek: [tý.kʰɛː], Modern Greek: [ˈti.çi]; Roman equivalent: Fortuna) was the presiding tutelary ..."", 'the goddess of chance | the goddess of chance, Tyche, in Greek religion, the goddess of chance, with whom the Roman Fortuna was later identified; a capricious dispenser of good and ill fortune. The Greek poet Hesiod called her the daughter of the Titan Oceanus and his consort Tethys; other writers attributed her fatherhood to Zeus, the supreme god., the goddess of chance', 'Tyche | Tyche was the presiding tutelary deity who governed the fortune and prosperity of a city, its destiny. In Classical Greek mythology, she is usually the ...', 'the goddess of fortune | the goddess of fortune, Definitions of Tyche. (Greek mythology) the goddess of fortune; identified with Roman Fortuna. example of: Greek deity. a deity worshipped by the ancient Greeks., the goddess of fortune']","Tyche means ""luck"" in Ancient Greek [4].",Luck,['luck']
Where was Madonna born?,"['Madonna/Place of birth | Bay City, MI, The famous pop singer Madonna was born Madonna Louise Ciccone on August 16, 1958 in Bay City, Michigan. She was raised in Pontiac and Rochester Hills, north of Detroit., Bay City, Michigan', 'Madonna | Madonna ; Born. Madonna Louise Ciccone. (1958-08-16) August 16, 1958 (age 65). Bay City, Michigan, U.S. ; Occupations. Singer; songwriter; actress; dancer; record ...', 'Madonna - Age, Children & Life | Madonna Louise Veronica Ciccone was born in Bay City, Michigan, on August 16, 1958, to parents Silvio ""Tony"" Ciccone and Madonna Fortin. Tony, the son of ...']",Step 1: Where was Madonna Louise Ciccone born? Step 2: What is the birthplace of Madonna? Step 3: In which city and state was Madonna born?,Step 2 depends on Step 1. Step 3 depends on Step 1.,"Step 1: Where was Madonna Louise Ciccone born? ANSWER: Bay City, Michigan. Step 2: What is the birthplace of Madonna?",What is the birthplace of Madonna?,"['Madonna | Madonna ; Born. Madonna Louise Ciccone. (1958-08-16) August 16, 1958 (age 65). Bay City, Michigan, U.S. ; Occupations. Singer; songwriter; actress; dancer; record ...', ""Madonna/Place of birth | Bay City, MI, Madonna (born August 16, 1958, Bay City, Michigan, U.S.) American singer, songwriter, actress, and entrepreneur whose immense popularity in the 1980s and '90s allowed her to achieve levels of power and control that were nearly unprecedented for a woman in the entertainment industry., Bay City, Michigan, U.S."", 'Madonna | Madonna ; Born. Madonna Louise Ciccone. (1958-08-16) August 16, 1958 (age 65). Bay City, Michigan, U.S. ; Occupations. Singer; songwriter; actress; dancer; record ...', 'Madonna/Place of birth | Bay City, MI, The famous pop singer Madonna was born Madonna Louise Ciccone on August 16, 1958 in Bay City, Michigan., Bay City, Michigan', 'Madonna | Madonna ; Born. Madonna Louise Ciccone. (1958-08-16) August 16, 1958 (age 65). Bay City, Michigan, U.S. ; Occupations. Singer; songwriter; actress; dancer; record ...', 'Madonna/Place of birth | Bay City, MI, The famous pop singer Madonna was born Madonna Louise Ciccone on August 16, 1958 in Bay City, Michigan. She was raised in Pontiac and Rochester Hills, north of Detroit., Bay City, Michigan', 'Madonna | Madonna ; Born. Madonna Louise Ciccone. (1958-08-16) August 16, 1958 (age 65). Bay City, Michigan, U.S. ; Occupations. Singer; songwriter; actress; dancer; record ...']","Madonna was born in Bay City, Michigan [1][2][4].","Bay City, Michigan","['Bay City, Michigan']"
Who did Kangxi fight?,"[""the Dzungars | the Dzungars, In 1696 and 1697 the Kangxi Emperor personally led campaigns against the Dzungars in the early Dzungar–Qing War. The western section of the Qing army defeated Galdan's forces at the Battle of Jao Modo and Galdan died in the following year., the Dzungars"", 'Kangxi | Emperor of Qing Dynasty, Reformer & Scholar | The Kangxi emperor was an accomplished military leader who was endowed with exceptional physical strength and with skill in archery; he ...', ""Kangxi - Administration, Reforms, Dynasty | The Kangxi emperor was an accomplished military leader who was endowed with ... fights among Kangxi's sons. The hapless Yinreng was deposed in 1708, restored ...""]","Step 1: Who did the Kangxi Emperor fight in the early Dzungar-Qing War?
Step 2: What battles did the Kangxi Emperor lead against the Dzungars?
Step 3: Who was the leader of the Dzungars during the early Dzungar-Qing War?",Step 2 depends on Step 1.,Step 1: Who did the Kangxi Emperor fight in the early Dzungar-Qing War? ANSWER: Dzungars. Step 2: What battles did the Kangxi Emperor lead against the Dzungars?,What battles did the Kangxi Emperor lead against the Dzungars?,"['6.6: Qing Dynasty: Kangxi - Humanities LibreTexts | In 1690, the Zungar and the Manchu Empire clashed at the battle of Ulaan Butun in Inner Mongolia, during which the Qing army was severely mauled by Galdan. In 1696, the Kangxi Emperor himself as commander in chief led 3 armies with a total of 80,000 in the campaign against the Dzungars., the Zungar and the Manchu Empire', 'Dzungar–Qing Wars | The First Dzungar–Qing War was a military conflict fought from 1687 to 1697 ... The Kangxi Emperor had now become determined to ""exterminate"" Galdan.', ""Kangxi Emperor - Wikipedia | In 1696 and 1697 the Kangxi Emperor personally led campaigns against the Dzungars in the early Dzungar–Qing War. The western section of the Qing army defeated Galdan's forces at the Battle of Jao Modo and Galdan died in the following year., the early Dzungar–Qing War"", 'Battle of Jao Modo | A Dzungar-Mongol army under the command of Galdan Boshugtu Khan was defeated by Qing armies personally led by the Kangxi Emperor.', ""Dzungar People | History, Location & Genocide - Study.com | The first major Dzungar leader was Erdeni Batur, who was given the title of Khong Tayiji, meaning Crown Prince, by the Dalai Lama. He was succeeded by his son Sengge, who was killed by his brother, Erdeniin Galdan. Galdan claimed the title of Khan and waged several wars against the Dzungar's neighbors., Erdeni Batur"", 'Dzungar–Qing Wars | Jalangga, a Manchu Bannermen, succeeded the Han General Yue Zhongqi as commander in 1732.', ""the Dzungars | the Dzungars, In 1696 and 1697 the Kangxi Emperor personally led campaigns against the Dzungars in the early Dzungar–Qing War. The western section of the Qing army defeated Galdan's forces at the Battle of Jao Modo and Galdan died in the following year., the Dzungars""]",Kangxi fought the Dzungars [1][2][3].,Dzungars,['Dzungars']
What does Midna destroy?,"['Why did Midna break the mirror of twilight? - Arqade | It\'s pretty clear that Midna destroys the Mirror of Twilight to separate the Twilight Realm from Hyrule, since she says, ""... Light and shadow can\'t mix, as we all know. But... Never forget that there\'s another world bound to this one."" Referring to the events that gave progressed thus far in the game., the Mirror of Twilight', ""A secret reason why Midna ultimately broke the Mirror of ... | We all know that a valid reason why Midna broke the mirror was because she didn't want her people and Hyrule to quarrel again, ..."", ""Twilight Princess - Why Did Midna . . . ? | ZD Forums | I believe that she breaks the Mirror of Twilight because she doesn't want more evil to enter their world, so in a way she wants to land of ...""]",Step 1: Why did Midna break the mirror of twilight? Step 2: What is the Mirror of Twilight? Step 3: What is the significance of the Mirror of Twilight in the game Twilight Princess?,Step 2 depends on Step 1. Step 3 depends on Step 2.,Step 1: Why did Midna break the mirror of twilight? ANSWER: To prevent future trouble. Step 2: What is the Mirror of Twilight?,What is the Mirror of Twilight?,"['why did midna..... (spoilers) - The Legend of Zelda - GameFAQs | break the twilight mirror? She does not want any future twilight dwellers coming to Hyrule and messing it up again, or the other way around., She does not want any future twilight dwellers coming to Hyrule and messing it up again, or the other way around', ""A secret reason why Midna ultimately broke the Mirror of ... | We all know that a valid reason why Midna broke the mirror was because she didn't want her people and Hyrule to quarrel again, ..."", 'Mirror of Twilight - Zelda Wiki - Fandom | The Mirror of Twilight was made so that only the true ruler of the Twilight Realm would be able to completely shatter it. Should an usurper try to destroy the mirror, he would only be able to break it into shards, thus proving the false kingship., made so that only the true ruler of the Twilight Realm would be able to completely shatter it', ""Where can I find the mirror of twilight? - The Legend of Zelda | Answers. Speak with Telma's group at her bar in Castle Town. They should tell you of the temples you need to complete to obtain the mirror ... Rating: 86%, \u200e74 reviews"", 'Mirror of Twilight - Zelda Wiki - Fandom | The mirror functions along with a black stone otherwise known as the Portal Stone. The mirror itself acts as a kind of projector that emits light into the Portal Stone, which activates the portal to the Twilight Realm., acts as a kind of projector that emits light into the Portal Stone, which activates the portal to the Twilight Realm', 'Mirror of Twilight - Zeldapedia - Fandom | The descendants of the banished Interlopers came to be known as the Twili. The Mirror serves as a link between the Twilight Realm and Hyrule, allowing beings to ...', 'Why did Midna break the mirror of twilight? - Arqade | It\'s pretty clear that Midna destroys the Mirror of Twilight to separate the Twilight Realm from Hyrule, since she says, ""... Light and shadow can\'t mix, as we all know. But... Never forget that there\'s another world bound to this one."" Referring to the events that gave progressed thus far in the game., the Mirror of Twilight']",Midna destroys the Mirror of Twilight [1][2][7].,Mirror of Twilight,['Mirror of Twilight']
What nationality was Meacham?,"['Meacham Family History | The Meacham family name was found in the USA, the UK, Canada, and Scotland between 1840 and 1920. The most Meacham families were found in USA in 1880. In 1840 ...', 'Jon Meacham | Jon Ellis Meacham is an American writer, reviewer, historian and presidential biographer who is serving as the Canon Historian of the Washington National ...', 'Meacham History, Family Crest & Coats of Arms | The Welsh Meacham surname is thought to derived from name of the village of Machen, located near Caerphilly, in the county of Monmouthshire.']",Step 1: Where was the Meacham family name found between 1840 and 1920? Step 2: What nationality is Jon Meacham? Step 3: Where is the village of Machen located?,Step 2 depends on Step 1. Step 3 depends on Step 1.,"Step 1: Where was the Meacham family name found between 1840 and 1920? ANSWER: USA, UK, Canada, Scotland. Step 2: What nationality is Jon Meacham?",What nationality is Jon Meacham?,"[""Meacham Family History - Ancestry.com | The Meacham family name was found in the USA, the UK, Canada, and Scotland between 1840 and 1920. The most Meacham families were found in USA in 1880. In 1840 there were 39 Meacham families living in New York. This was about 23% of all the recorded Meacham's in USA., the USA, the UK, Canada, and Scotland"", 'Meachem Family History | The Meachem family name was found in the USA, the UK, Canada, and Scotland between 1840 and 1920. The most Meachem families were found in USA in 1880. In ...', 'Jon Meacham/Nationality | American, Jon Ellis Meacham (/ˈmiːtʃəm/; born May 20, 1969) is an American writer, reviewer, historian and presidential biographer who is serving as the Canon Historian of the Washington National Cathedral since November 7, 2021.', 'About Jon Meacham | Born in Chattanooga in 1969, Meacham was educated at St. Nicholas School, The McCallie School, and graduated in 1991 from The University of the South in Sewanee ...', 'Machen | Machen is a large village three miles east of Caerphilly, south Wales. It is situated in the Caerphilly borough within the historic boundaries of ...', 'Meacham Family History | The Meacham family name was found in the USA, the UK, Canada, and Scotland between 1840 and 1920. The most Meacham families were found in USA in 1880. In 1840 ...', 'Meacham Name Meaning | It may occasionally also be a variant of Measham, a habitational name from Measham in Leicestershire. The place takes its name from the river ...']",Meacham was American [1][3].,American,['American']
What releases testosterone?,"['Testosterone: What It Is, Function & Levels - Cleveland Clinic | Testosterone is a hormone that your gonads (sex organs) mainly produce. More specifically, the testicles in people assigned male at birth (AMAB) and the ovaries in people assigned female at birth (AFAB) produce testosterone., the testicles in people assigned male at birth (AMAB) and the ovaries in people assigned female at birth (AFAB)', 'Testosterone | You and Your Hormones from the Society ... | What is testosterone? Testosterone is produced by the gonads (by the Leydig cells in testes in men and by the ovaries in women), although small quantities are ...', 'Physiology, Testosterone - StatPearls | Testosterone is the primary male hormone responsible for regulating sex differentiation, producing male sex characteristics, spermatogenesis, and fertility.']",Step 1: What are the gonads that produce testosterone? Step 2: What are the Leydig cells responsible for in men? Step 3: What are the primary male hormones responsible for regulating sex differentiation? Step 4: What are the primary male hormones responsible for producing male sex characteristics? Step 5: What are the primary male hormones responsible for spermatogenesis and fertility?,Step 2 depends on Step 1. Step 3 depends on Step 1. Step 4 depends on Step 3. Step 5 depends on Step 4.,Step 1: What are the gonads that produce testosterone? ANSWER: Testes. Step 2: What are the Leydig cells responsible for in men?,What are the Leydig cells responsible for in men?,"['Endocrinology of the Male Reproductive System and ... - NCBI | The testes synthesize two important products: testosterone, needed for the development and maintenance of many physiological functions; and sperm, needed for male fertility., The testes', 'Gonads | The principal androgen is testosterone, which is secreted by the testes. A small amount is also produced by the adrenal cortex. Production of testosterone ...', 'Histology, Leydig Cells - StatPearls - NCBI Bookshelf | Leydig cells are the primary source of testosterone or androgens in males. This physiology allows them to play a crucial role in many vital physiological processes in males, including sperm production or spermatogenesis, controlling sexual development, and maintaining secondary sexual characteristics and behaviors., testosterone or androgens', ""Testosterone | Testosterone, Testosterone is the primary male hormone responsible for regulating sex differentiation, producing male sex characteristics, spermatogenesis, and fertility. Testosterone's effects are first seen in the fetus., Testosterone"", 'Physiology, Testosterone - StatPearls | Testosterone is the primary male hormone responsible for regulating sex differentiation, producing male sex characteristics, spermatogenesis, and fertility.', ""Testosterone | Testosterone, Testosterone is the primary male hormone responsible for regulating sex differentiation, producing male sex characteristics, spermatogenesis, and fertility. Testosterone's effects are first seen in the fetus. During the first 6 weeks of development, the reproductive tissues of males and females are identical., Testosterone"", 'Physiology, Testosterone - StatPearls | Testosterone is the primary male hormone responsible for regulating sex differentiation, producing male sex characteristics, spermatogenesis, and fertility.']",The testes synthesize testosterone [1][3].,The testes,['The testes']
When was Madonna born?,"['Madonna/Date of birth | August 16, 1958, The famous pop singer Madonna was born Madonna Louise Ciccone on August 16, 1958 in Bay City, Michigan., August 16, 1958', 'Madonna | Madonna ; Born. Madonna Louise Ciccone. (1958-08-16) August 16, 1958 (age 65). Bay City, Michigan, U.S. ; Occupations. Singer; songwriter; actress; dancer; record ...', 'Madonna - Age, Children & Life | Madonna Louise Veronica Ciccone was born in Bay City, Michigan, on August 16, 1958, to parents Silvio ""Tony"" Ciccone and Madonna Fortin. Tony, the son of ...']",Step 1: When was Madonna Louise Ciccone born? Step 2: What is Madonna's date of birth? Step 3: What year was Madonna born?,Step 2 depends on Step 1. Step 3 depends on Step 1.,"Step 1: When was Madonna Louise Ciccone born? ANSWER: August 16, 1958. Step 2: What is Madonna's date of birth?",What is Madonna's date of birth?,"['Madonna/Date of birth | August 16, 1958, Madonna Louise Ciccone was born on August 16, 1958, in Bay City, Michigan, to Catholic parents Madonna Louise (née Fortin) and Silvio Anthony ""Tony"" Ciccone., August 16, 1958', 'Madonna - Age, Children & Life | Madonna Louise Veronica Ciccone was born in Bay City, Michigan, on August 16, 1958, to parents Silvio ""Tony"" Ciccone and Madonna Fortin. Tony, the son of ...', 'Madonna/Date of birth | August 16, 1958, The famous pop singer Madonna was born Madonna Louise Ciccone on August 16, 1958 in Bay City, Michigan., August 16, 1958', 'Madonna - Age, Children & Life | Madonna Louise Veronica Ciccone was born in Bay City, Michigan, on August 16, 1958, to parents Silvio ""Tony"" Ciccone and Madonna Fortin. Tony, the son of ...', 'Madonna/Date of birth | August 16, 1958, The famous pop singer Madonna was born Madonna Louise Ciccone on August 16, 1958 in Bay City, Michigan., August 16, 1958', 'Madonna | Madonna ; Born. Madonna Louise Ciccone. (1958-08-16) August 16, 1958 (age 65). Bay City, Michigan, U.S. ; Occupations. Singer; songwriter; actress; dancer; record ...', 'Madonna/Date of birth | August 16, 1958, The famous pop singer Madonna was born Madonna Louise Ciccone on August 16, 1958 in Bay City, Michigan., August 16, 1958']","Madonna was born on August 16, 1958 [1][3].","August 16, 1958","['August 16, 1958']"
Where was Jesus arrested?,"[""Gethsemane | Location, Garden, Meaning, Jesus, Map, & Facts | Scripture accounts The three disciples who accompanied him—Peter, James, and John—repeatedly fell asleep despite his apparent anguish and his requests that they pray with him. All four Gospels describe Jesus' arrest in Gethsemane by a crowd led by Judas Iscariot, one of his 12 disciples., Gethsemane"", 'Arrest of Jesus | According to the canonical gospels, after the Last Supper, Jesus and his disciples went out to Gethsemane, a garden located at the edge of the Kidron Valley, ...', 'Jesus is arrested in the night in the garden of Gethsemane. ... | Jesus is arrested in the night in the garden of Gethsemane. Engraving by A. Reindel after H. Füger. Füger, Heinrich Friedrich, 1751-1818. Reference: 24594i.']",Step 1: Where was Jesus arrested according to the canonical gospels? Step 2: What is the location of the garden where Jesus was arrested? Step 3: In what place did Jesus get arrested?,Step 2 depends on Step 1. Step 3 depends on Step 1.,Step 1: Where was Jesus arrested according to the canonical gospels? ANSWER: Garden of Gethsemane. Step 2: What is the location of the garden where Jesus was arrested?,What is the location of the garden where Jesus was arrested?,"['The Trial of Jesus: An Account - UMKC School of Law | The four gospels place the time and scene of the arrest of Jesus as night in the garden of Gethsemane, an olive grove just west of Jerusalem on the Mount of Olives. The arresting party most likely consisted of Temple police dispatched by Caiaphas, the high priest., the garden of Gethsemane, an olive grove just west of Jerusalem on the Mount of Olives', 'Arrest of Jesus | According to the canonical gospels, after the Last Supper, Jesus and his disciples went out to Gethsemane, a garden located at the edge of the Kidron Valley ...', 'Gethsemane | Location, Garden, Meaning, Jesus, Map, & Facts | Gethsemane, garden across the Kidron Valley on the Mount of Olives (Hebrew Har ha-Zetim), a ridge paralleling the eastern part of Jerusalem, where Jesus is said to have prayed on the night of his arrest before the Crucifixion., Gethsemane, garden across the Kidron Valley on the Mount of Olives', 'Gethsemane | Gethsemane (/ɡɛθˈsɛməni/) is a garden at the foot of the Mount of Olives in Jerusalem where, according to the four Gospels of the New Testament, Jesus Christ ...', ""Gethsemane | Location, Garden, Meaning, Jesus, Map, & Facts | Scripture accounts The three disciples who accompanied him—Peter, James, and John—repeatedly fell asleep despite his apparent anguish and his requests that they pray with him. All four Gospels describe Jesus' arrest in Gethsemane by a crowd led by Judas Iscariot, one of his 12 disciples., Gethsemane"", 'Arrest of Jesus | According to the canonical gospels, after the Last Supper, Jesus and his disciples went out to Gethsemane, a garden located at the edge of the Kidron Valley, ...', ""Gethsemane | Location, Garden, Meaning, Jesus, Map, & Facts | Scripture accounts The three disciples who accompanied him—Peter, James, and John—repeatedly fell asleep despite his apparent anguish and his requests that they pray with him. All four Gospels describe Jesus' arrest in Gethsemane by a crowd led by Judas Iscariot, one of his 12 disciples., Gethsemane""]",Jesus was arrested in the garden of Gethsemane [1][2].,Gethsemane,['Gethsemane']
When was McVeigh executed?,"['Executions Under the Federal Death Penalty | McVeigh was convicted and sentenced to death in June 1997, for the bombing of an Oklahoma City federal building in 1995, in which 168 people were killed.', ""Terror on Trial: Timothy McVeigh executed | McVeigh's original execution date was May 16, but it was delayed after the FBI revealed it had withheld more than 4,500 documents from the defense during ..."", 'TV: The execution of Timothy McVeigh: must see TV? - PMC | McVeigh is scheduled to die via lethal injection on Monday 11 June, barring further delay. The large number of survivors and those with deceased relatives who ...']",Step 1: When was Timothy McVeigh executed? Step 2: What was the original execution date for Timothy McVeigh? Step 3: What was the date of McVeigh's execution?,Step 2 depends on Step 1. Step 3 depends on Step 1.,"Step 1: When was Timothy McVeigh executed? ANSWER: June 11, 2001. Step 2: What was the original execution date for Timothy McVeigh?",What was the original execution date for Timothy McVeigh?,"['Timothy McVeigh/Date of death | June 11, 2001', 'Executions Under the Federal Death Penalty | * 168 victims were killed in the Oklahoma City bombing. McVeigh was federally prosecuted and sentenced to death for the murders of the eight federal agents who ...', ""May 16, 2001 | May 16, 2001, Timothy McVeigh, White male, executed on June 11, 2001. McVeigh was convicted and sentenced to death in June 1997, for the bombing of an Oklahoma City federal building in 1995, in which 168 people were killed. McVeigh waived his collateral appeals, and the Government set McVeigh's execution on May 16, 2001., June 11, 2001"", 'Executions Under the Federal Death Penalty | * 168 victims were killed in the Oklahoma City bombing. McVeigh was federally prosecuted and sentenced to death for the murders of the eight federal agents who ...', 'Executions Under the Federal Death Penalty | McVeigh was convicted and sentenced to death in June 1997, for the bombing of an Oklahoma City federal building in 1995, in which 168 people were killed.', 'TV: The execution of Timothy McVeigh: must see TV? - PMC | On 19 April 1995, 7000 lbs of explosives detonated alongside the Alfred P Murrah Federal Office Building in Oklahoma City. Without warning the bomb punched ...', ""Terror on Trial: Timothy McVeigh executed | Oklahoma City bomber Timothy McVeigh, who killed 168 people in the nation's worst act of domestic terrorism, was put to death by lethal injection at 8:14 ...""]","McVeigh was executed on June 11, 2001 [1][3].","June 11, 2001","['June 11, 2001']"
Who founded Valencia?,"['History of the city of Valencia | The Roman Valentia (138 B.C.) Consul Decimus Junius Brutus rewarded his legionaries, veterans of the Lusitanian wars against Viriatus, with fertile lands next to the Mare Nostrum in payment for their courage and years of service. Thus, in the year 138 B.C., Valentia was founded., The Roman Valentia', 'History of Valencia | The history of Valencia, one of the oldest cities in Spain, begins over 2100 years ago with its founding as a Roman colony under the name ""Valentia Edetanorum"" ...', 'Valencia | Valencia was founded as a Roman colony in 138 BC. Islamic rule and acculturation ensued in the 8th century, together with the introduction of new irrigation ...']",Step 1: When was Valencia founded? Step 2: Who founded Valencia? Step 3: What is the history of Valencia's founding?,Step 2 depends on Step 1. Step 3 depends on Step 1.,Step 1: When was Valencia founded? ANSWER: 138 BC. Step 2: Who founded Valencia?,Who founded Valencia?,"['138 BC | 138 BC, Valencia was founded as a Roman colony in 138 BC. Islamic rule and acculturation ensued in the 8th century, together with the introduction of new irrigation systems and crops. Aragonese Christian conquest took place in 1238, and so the city became the capital of the Kingdom of Valencia., 138 BC', 'History of Valencia | The history of Valencia, one of the oldest cities in Spain, begins over 2100 years ago with its founding as a Roman colony under the name ""Valentia ...', 'History of the city of Valencia | The Roman Valentia (138 B.C.) Consul Decimus Junius Brutus rewarded his legionaries, veterans of the Lusitanian wars against Viriatus, with fertile lands next to the Mare Nostrum in payment for their courage and years of service. Thus, in the year 138 B.C., Valentia was founded., The Roman Valentia', 'History of Valencia | The history of Valencia, one of the oldest cities in Spain, begins over 2100 years ago with its founding as a Roman colony under the name ""Valentia Edetanorum"" ...', 'Valencia - Wikipedia | Valencia was founded as a Roman colony in 138 BC. Islamic rule and acculturation ensued in the 8th century, together with the introduction of new irrigation systems and crops., Valencia was founded as a Roman colony in 138 BC', 'History of Valencia | The history of Valencia, one of the oldest cities in Spain, begins over 2100 years ago with its founding as a Roman colony under the name ""Valentia ...', 'History of the city of Valencia | The Roman Valentia (138 B.C.) Consul Decimus Junius Brutus rewarded his legionaries, veterans of the Lusitanian wars against Viriatus, with fertile lands next to the Mare Nostrum in payment for their courage and years of service. Thus, in the year 138 B.C., Valentia was founded., The Roman Valentia']",Valencia was founded as a Roman colony in 138 BC [1][5].,Romans,['Romans']
Who designed Branch House?,"['Branch House/Architecture firm | Eggers & Higgins', ""The Branch House - The Branch Museum of Architecture & ... | Architect John Russell Pope's Tudor-Revival design for prominent financier John Kerr Branch resulted in a 27,000-square-foot residence featuring eleven ..."", 'Branch House | Branch House in Richmond, Virginia, was designed in 1916 by the firm of John Russell Pope as a private residence of financier John Kerr Branch (1865–1930) ...']","Step 1: Who designed the Branch House in Richmond, Virginia? Step 2: What architecture firm designed the Branch House? Step 3: What is the name of the architect who designed the Branch House?",Step 2 depends on Step 1. Step 3 depends on Step 1.,"Step 1: Who designed the Branch House in Richmond, Virginia? ANSWER: John Russell Pope. Step 2: What architecture firm designed the Branch House?",What architecture firm designed the Branch House?,"['John Russell Pope | John Russell Pope, Branch House in Richmond, Virginia, was designed in 1916 by the firm of John Russell Pope as a private residence of financier John Kerr Branch (1865–1930) and his wife Beulah Gould Branch (1860–1952)., John Russell Pope', ""The Branch House - The Branch Museum of Architecture & ... | Architect John Russell Pope's Tudor-Revival design for prominent financier John Kerr Branch resulted in a 27,000-square-foot residence featuring eleven ..."", 'Branch House - Wikipedia | Design. After receiving the gift of half a city block from his father, John Kerr and Beulah Branch commissioned the firm of John Russell Pope for the design., John Russell Pope', 'Branch House / TOLO Architecture | Principal Architect: Peter Tolkin, AIA , Jeremy Schacht, Albert Escobar ; House Area: 4,400 sq. ft., ; Garage Area: 700 sq. ft. ; Studio Area: 500 ...', 'Branch House | John Russell Pope', ""The Branch House - The Branch Museum of Architecture & ... | Architect John Russell Pope's Tudor-Revival design for prominent financier John Kerr Branch resulted in a 27,000-square-foot residence featuring eleven ..."", 'Branch House/Architecture firm | Eggers & Higgins']",John Russell Pope designed the Branch House [1][2].,John Russell Pope,['John Russell Pope']
