Which German aeronautical engineer concieved the Dornier Aerodyne?,['Alexander Lippisch'],Alexander Lippisch,Alexander Lippisch
Who is younger Chris Gould or Robbie Gould ?,['Chris Gould'],Robbie Gould,Robbie Gould
What are both James Hetfield and Bob Marley?,"['musician, singer, and songwriter']",musicians,musicians
"Are Macheng and Lianjiang, Guangdong both cities ?",['yes'],yes,yes
Who was responsible for the Soviet–Albanian split?,['Nikita Khrushchev'],Soviet Union,"Enver Hoxha, Mehmet Shehu, Nikita Khrushchev, and Leonid Brezhnev"
How are elephants connected to Gajabrishta?,['Sanskrit'],No,no
"What is Opry Mills in Nashville, Tennessee?",['super-regional shopping mall'],super-regional shopping mall,super-regional shopping mall
Are Ballota and Myosotis both evergreens?,['no'],no,no
Seal Harris was born in what county?,['Polk County'],"Bullock County, Alabama",Bullock County
When was Leeds no longer called Elmet?,['early 7th century'],after the 7th century,after the 7th century
What is Gary Cole's character based on?,"['the Hanna-Barbera show ""Birdman and the Galaxy Trio.""']",a former police detective,a former police detective
Are Chlidanthus and Maianthemum both flowering plants?,['yes'],yes,yes
When was the producer of  Michel'le born? ,"['February 18, 1965']","February 18, 1965","February 18, 1965"
Are Yucca and Rodgersia both perennials?,['yes'],yes,yes
Arbutus and Aspidistra are what types of plants?,['flowering plants'],plants,plants
Where are Neoregelia and Aloysia known to grow,"['temperate climates,']",no,no
Fighting Cock is produced in what Kentucky county?,['Nelson County'],"Bardstown, Kentucky","Bardstown, Kentucky"
Was Vanderbilt University or Emory University founded first?,['Emory University.'],Emory University,Emory University
Are Nikolaschka and White Russian made of beer?,['no'],no,no
Are both Jonathan Marray and Wayne Black British?,['no'],"yes, no","yes, no"
Whose brother was a king of the East-Saxons?,['Sæward'],Aelfweard,Edmund I
Are Alice Munro and Lillian Hellman both writers?,['yes'],yes,yes
"Which has more species, Aichryson or Polypodium?",['Polypodium'],Polypodium,Polypodium
Are Werther and The Odyssey both operas?,['no'],Werther,Werther
What Swedish songwriter worked with Taylor Swift?,['Shellback'],Shellback,Shellback
Tikkun and Moment are both what?,['magazine'],about the life of the American Jewish community,related to the concept of moment in physics
Dandong and Hotan are located in what country?,['China'],no,no
which plant has the highest specie  Panicum or Populus ,['Panicum'],Panicum,Panicum
"Who died second, Averroes or Ibn Taymiyyah?",['ibn Taymiyyah'],Averroes,Averroes
What year was the inventor of Rejuvelac born?,['1909'],1909,"March 4, 1909"
Cranium and Twin Tin Bots are both what?,['games'],board games,board game
In what county was Duffy Jackson born?,['Nassau County'],Nassau County,Nassau County
Are Mick Jagger and Brett Scallions both musicians?,['yes'],yes,yes
Are Ranger Rick and Tennis both sports magazines?,['no'],no,no
Löwenbräu and Bürgerbräukeller are both located where?,['Germany'],Munich,Munich
which has more acts Pagliacci or Suor Angelica?,['Pagliacci'],Pagliacci,Pagliacci
Are Anja Salomonowitz and Rod Lurie both directors?,['yes'],yes,yes
What was fort orange's initial name?,['Dutch House of Orange-Nassau'],none,none
Which maker of Robatumumab is American?,['Merck'],no,yes
Are Robert Philibosian and David Ignatius both politicians?,['no'],Robert Philibosian,Robert Philibosian
Are Xinxiang and Qionglai City both county-level cities?,['no'],no,no
"which is larger, Hunchun or Shijiazhuang?",['Shijiazhuang'],Shijiazhuang,Shijiazhuang
Are Ian Brown and Dee Snider both actors?,['no'],yes,yes
Who set Nietzche's philosophical novel to music? ,['Richard Strauss'],,I cannot find who set Nietzche's philosophical novel to music.
Were Daniel Mann and Todd Solondz both directors?,['yes'],yes,yes
Ethel Winter worked with which avant-garde theater director?,['Jean Erdman'],unknown,unknown
Is The Moon-Spinners and Oceans both documentaries?,['no'],no,no
Are both Lukas Rossi and Terry Kath American?,['no'],no,no
Is Ordos City more west than Yangzhong?,['yes'],yes,yes
"Which has more species, Festuca or Dactylis?",['Festuca'],Festuca,Festuca
 Are Finding Kraftland and Shikashika both frozen drinks?,['Shikashika is a shaved ice drink'],no,no
Does Lucozade pre-date Hires Root Beer? ,['no'],Hires Root Beer,Hires Root Beer
"What is older, Downfall or Dark Tower?",['Downfall'],Downfall,Downfall
Are Vintage Life and InStyle both US-based magazines?,['no'],Vintage Life,Vintage Life
Tom Araya and Marcus Mumford were both what?,['musician'],musicians,musicians
What American corporation owns Claim Jumper?,"[""Landry's""]","Landry's, Inc.","Landry's, Inc."
Which as more species Cassiope or Deutzia?,['Deutzia'],Deutzia,Deutzia
who is younger Keith Bostic or Jerry Glanville ?,['Keith Bostic'],Keith Bostic,Keith Bostic
What Nobel Laureate teaches at  Chapman University?,['Vernon Smith'],No,none
How did Pre's Trail's namesake die?,['in an automobile accident'],automobile crash,automobile crash
Are Ana Kasparian and Katherine Sarafian both Armenian-,['yes'],yes,yes
Are Joe Orton and Bernard-Marie Koltès both playwrights ?,['yes'],yes,yes
Which Austrian Chancellor does Jörg Leichtfried serve under?,['Christian Kern'],Karl Nehammer,Karl Nehammer
Bangalore Naatkal starred which actor and photographer?,['Ramanaidu Daggubati'],,
What languages did the son of Sacagawea speak?,['French and English'],Shoshone and Numic,Shoshone and Numic
Which CEO of FedEx becked  Value America ,"['Frederick Wallace ""Fred"" Smith']",I cannot find which CEO of FedEx becked Value America.,I cannot find which CEO of FedEx becked Value America.
What is Diego Tonetto's Italian passport called?,['Italian nationality law'],Italian passport,Italian passport
Who is older Danny Green or James Worthy?,['James Worthy'],James Worthy,James Worthy
Are both Leycesteria and Anigozanthos native to Australia?,['no'],no,no
Alfie Allen played Theon Greyjoy on which show?,['Game of Thrones'],Game of Thrones,Game of Thrones
The host of PokerFace is from where?,"['Newcastle upon Tyne, England']",,
whats the famous bavagheet by arun date?,['Shukratara'],I cannot find the famous bavagheet. Please help.,I cannot find the famous bavagheet. Please help.
"Which has more species, Sonerila or Scaevola?",['Sonerila'],Sonerila,Sonerila
Does Erodium or Cymbidium include more species?,['Erodium'],Erodium,Erodium
What are both Caleb Shomo and Brian Welch?,['singer'],musicians,musicians
What type of submarine was the non-nuclear U-32?,['German Type 212 class'],Type 212A submarine,Type 212A submarine
In which state is Stewart Nozette imprisoned?,['Indiana'],Indiana,Indiana
Are Joe Walsh and Chester Bennington both guitarists?,['no'],yes,yes
Are Broughtonia and Perilla both types of mint?,['no'],no,yes
Are Catasetum and Origanum in the same family?,['no'],no,no
Who is younger Jenny Bae or Lionel Richie ?,['Jenny Bae'],Lionel Richie,Lionel Richie
which  Australian politician represented  Electoral district of Goulburn,['Jane Goward'],Wendy Tuckerman,Wendy Tuckerman
Which Genus has more species Eucryphia or Lepidozamia ?,['Eucryphia'],Eucryphia,Eucryphia
EM,,0.4797297297297297,0.47297297297297297
F1,,0.5373981123981124,0.5294625794625795
elapsed time,,4.114673310034984,1.8519722464922312
